Date,Fremont Bridge East Sidewalk,Fremont Bridge West Sidewalk
03/31/2018 10:00:00 AM,63,60
05/08/2014 02:00:00 AM,2,3
03/20/2018 02:00:00 PM,39,64
01/09/2013 04:00:00 AM,3,2
02/20/2015 12:00:00 AM,8,6
05/04/2016 05:00:00 AM,45,20
08/27/2015 05:00:00 PM,222,449
05/10/2017 01:00:00 PM,73,63
12/15/2016 04:00:00 PM,51,126
05/24/2017 11:00:00 PM,9,15
02/21/2013 05:00:00 AM,12,7
12/30/2012 06:00:00 AM,2,3
05/11/2018 08:00:00 PM,57,85
07/24/2013 10:00:00 PM,37,30
11/12/2014 04:00:00 AM,6,1
03/27/2017 08:00:00 AM,231,165
01/05/2018 10:00:00 AM,28,19
01/25/2018 09:00:00 PM,9,19
08/25/2014 11:00:00 PM,14,17
03/22/2016 09:00:00 PM,17,19
12/20/2016 07:00:00 AM,105,71
08/05/2016 09:00:00 AM,150,128
09/26/2016 02:00:00 AM,0,1
11/29/2014 03:00:00 PM,11,15
07/30/2014 06:00:00 AM,145,66
12/07/2017 01:00:00 AM,4,5
04/14/2013 06:00:00 AM,1,3
07/02/2016 11:00:00 PM,9,20
10/04/2017 11:00:00 AM,46,48
10/02/2013 12:00:00 PM,27,17
11/26/2012 01:00:00 AM,1,3
03/19/2014 06:00:00 AM,57,24
05/30/2017 03:00:00 PM,51,72
08/04/2015 06:00:00 PM,191,297
01/23/2015 11:00:00 AM,29,0
12/23/2016 11:00:00 AM,9,10
06/13/2014 04:00:00 PM,69,126
10/11/2012 12:00:00 AM,7,14
06/26/2014 08:00:00 AM,340,175
08/13/2017 01:00:00 PM,89,456
03/25/2017 02:00:00 AM,2,1
01/26/2016 06:00:00 PM,80,174
07/20/2015 06:00:00 AM,103,59
10/15/2013 12:00:00 AM,6,9
10/07/2012 03:00:00 AM,4,2
06/25/2017 04:00:00 AM,3,0
07/22/2013 07:00:00 PM,116,174
04/02/2013 11:00:00 AM,40,30
01/27/2017 09:00:00 AM,76,85
07/15/2014 06:00:00 AM,137,62
12/10/2012 07:00:00 AM,134,94
01/01/2015 06:00:00 PM,10,11
02/27/2015 01:00:00 PM,0,32
01/26/2016 04:00:00 AM,2,1
10/12/2016 06:00:00 PM,134,257
02/17/2016 07:00:00 PM,31,71
05/29/2014 04:00:00 AM,5,4
03/01/2017 05:00:00 PM,102,304
08/16/2013 03:00:00 AM,2,3
06/16/2013 07:00:00 AM,35,20
02/05/2013 05:00:00 PM,82,224
05/07/2014 04:00:00 AM,6,4
08/17/2016 11:00:00 PM,11,19
12/18/2013 10:00:00 AM,53,34
12/02/2014 04:00:00 PM,73,90
08/31/2013 01:00:00 PM,97,98
02/19/2013 08:00:00 PM,24,23
12/07/2013 08:00:00 AM,13,5
02/21/2013 02:00:00 PM,28,29
01/29/2015 02:00:00 PM,48,54
03/28/2018 01:00:00 PM,41,42
08/31/2018 12:00:00 AM,3,12
09/16/2015 12:00:00 PM,50,54
11/30/2017 03:00:00 AM,2,0
07/26/2017 07:00:00 AM,276,231
11/03/2017 11:00:00 AM,20,24
09/26/2015 09:00:00 PM,14,19
11/14/2016 12:00:00 PM,34,33
11/30/2015 07:00:00 PM,22,60
03/25/2013 09:00:00 AM,140,92
05/12/2018 11:00:00 PM,9,15
08/29/2016 07:00:00 PM,105,154
06/23/2013 11:00:00 AM,67,56
02/24/2014 12:00:00 PM,10,9
01/09/2015 03:00:00 PM,45,56
04/29/2016 05:00:00 PM,144,349
04/17/2017 01:00:00 PM,31,32
08/04/2016 01:00:00 AM,0,3
05/21/2013 03:00:00 AM,1,0
04/30/2017 08:00:00 AM,23,24
08/25/2014 05:00:00 AM,35,21
12/27/2015 02:00:00 AM,2,0
02/09/2017 10:00:00 AM,15,23
04/28/2015 12:00:00 PM,31,23
03/17/2013 03:00:00 AM,3,1
09/16/2016 03:00:00 PM,74,115
01/28/2016 03:00:00 AM,1,0
10/11/2014 01:00:00 AM,5,10
02/19/2016 07:00:00 AM,134,65
12/11/2014 12:00:00 AM,2,5
07/22/2013 11:00:00 AM,48,36
06/18/2017 05:00:00 AM,5,6
03/01/2018 09:00:00 AM,80,117
02/07/2017 02:00:00 PM,9,12
12/13/2012 01:00:00 PM,30,28
03/20/2016 02:00:00 PM,23,19
12/11/2017 05:00:00 AM,15,13
01/07/2016 10:00:00 AM,46,23
11/12/2017 06:00:00 AM,3,2
03/08/2014 06:00:00 PM,12,9
08/20/2015 08:00:00 AM,313,188
08/22/2018 01:00:00 PM,21,40
05/01/2016 03:00:00 AM,0,6
12/04/2015 12:00:00 AM,1,6
08/31/2016 09:00:00 PM,29,42
01/25/2015 01:00:00 PM,160,112
10/15/2014 07:00:00 AM,208,87
07/30/2013 12:00:00 AM,6,14
09/12/2013 08:00:00 PM,56,62
12/19/2015 11:00:00 AM,51,34
09/12/2015 09:00:00 AM,73,64
10/02/2013 04:00:00 AM,6,2
05/20/2015 03:00:00 AM,7,2
06/15/2014 05:00:00 AM,2,3
03/31/2013 10:00:00 AM,96,67
01/20/2015 07:00:00 PM,53,93
11/26/2017 11:00:00 PM,1,4
01/02/2014 10:00:00 PM,2,6
10/26/2016 08:00:00 PM,15,40
02/13/2013 07:00:00 PM,36,55
10/24/2016 06:00:00 PM,93,213
11/18/2014 03:00:00 AM,1,0
11/16/2017 07:00:00 AM,162,154
03/15/2013 06:00:00 AM,64,22
12/21/2017 12:00:00 PM,19,29
09/11/2015 03:00:00 AM,3,1
12/27/2016 08:00:00 PM,9,12
05/04/2015 09:00:00 PM,23,48
05/09/2014 03:00:00 PM,59,82
07/18/2015 09:00:00 AM,81,54
10/20/2016 06:00:00 AM,34,29
05/20/2013 11:00:00 AM,53,32
07/01/2015 06:00:00 AM,132,69
03/01/2018 05:00:00 PM,114,378
04/29/2016 06:00:00 PM,91,185
01/07/2015 02:00:00 PM,71,2
03/03/2016 11:00:00 AM,28,23
02/16/2014 02:00:00 AM,2,0
02/14/2014 07:00:00 AM,109,46
04/02/2016 05:00:00 PM,76,93
08/23/2015 08:00:00 PM,35,50
07/01/2013 02:00:00 PM,60,42
11/30/2017 11:00:00 AM,19,18
12/06/2015 07:00:00 PM,5,8
11/28/2013 04:00:00 PM,17,9
09/14/2017 11:00:00 PM,9,20
04/03/2014 11:00:00 AM,50,37
09/25/2017 12:00:00 AM,8,7
02/15/2015 04:00:00 PM,102,79
10/17/2012 05:00:00 AM,21,9
08/29/2015 07:00:00 AM,7,6
06/01/2018 01:00:00 PM,44,60
11/26/2014 11:00:00 AM,40,25
12/11/2015 04:00:00 PM,68,121
06/04/2018 02:00:00 AM,2,3
05/29/2015 08:00:00 AM,395,189
07/15/2016 01:00:00 AM,3,4
11/09/2014 03:00:00 AM,3,1
09/08/2015 05:00:00 PM,151,451
05/11/2018 02:00:00 PM,57,108
10/20/2013 04:00:00 PM,46,41
03/29/2015 11:00:00 PM,7,4
08/28/2014 03:00:00 PM,83,75
07/18/2014 06:00:00 AM,97,55
01/03/2016 12:00:00 PM,21,22
02/08/2016 09:00:00 PM,11,17
09/08/2016 03:00:00 PM,50,78
02/22/2015 07:00:00 AM,69,14
03/17/2014 02:00:00 PM,39,41
01/29/2017 04:00:00 AM,0,1
10/18/2013 09:00:00 AM,174,90
10/27/2014 08:00:00 PM,17,54
01/19/2018 12:00:00 PM,23,34
07/18/2017 08:00:00 AM,394,337
11/21/2013 04:00:00 PM,74,106
01/25/2017 04:00:00 PM,62,105
10/07/2016 04:00:00 PM,75,149
04/28/2015 03:00:00 AM,10,1
08/01/2014 05:00:00 PM,201,336
07/06/2013 10:00:00 AM,87,75
04/24/2014 03:00:00 PM,42,38
02/09/2013 12:00:00 PM,61,43
03/25/2015 04:00:00 PM,61,91
03/02/2015 11:00:00 AM,0,56
10/14/2014 07:00:00 PM,52,107
02/22/2016 01:00:00 PM,29,23
04/26/2016 04:00:00 PM,112,212
03/25/2016 08:00:00 PM,16,31
06/27/2015 04:00:00 PM,64,72
10/14/2017 10:00:00 PM,20,14
08/04/2013 11:00:00 AM,96,90
10/29/2014 07:00:00 PM,56,82
10/24/2015 07:00:00 PM,24,13
10/17/2017 11:00:00 PM,7,9
02/23/2017 07:00:00 PM,39,56
05/30/2016 12:00:00 PM,155,123
02/02/2017 07:00:00 AM,136,80
06/08/2016 05:00:00 PM,229,559
04/11/2016 10:00:00 PM,13,17
01/14/2013 08:00:00 AM,187,89
04/12/2013 02:00:00 PM,25,29
10/05/2017 01:00:00 PM,44,50
09/25/2017 03:00:00 PM,58,88
02/20/2017 11:00:00 AM,12,16
03/01/2018 06:00:00 PM,80,181
12/30/2014 01:00:00 AM,1,3
01/13/2015 10:00:00 PM,2,14
01/15/2018 01:00:00 PM,55,74
08/17/2013 03:00:00 PM,109,78
05/25/2018 12:00:00 PM,52,81
09/14/2016 07:00:00 PM,99,145
03/14/2013 02:00:00 PM,39,36
04/08/2015 02:00:00 AM,2,0
05/21/2018 02:00:00 PM,52,64
01/28/2017 02:00:00 AM,1,2
12/11/2014 04:00:00 PM,64,82
12/11/2017 02:00:00 PM,26,42
01/08/2014 11:00:00 AM,23,20
05/20/2015 08:00:00 PM,79,69
07/26/2016 09:00:00 PM,52,55
09/15/2017 01:00:00 AM,1,6
05/26/2017 10:00:00 PM,16,20
08/31/2017 12:00:00 AM,4,7
01/23/2017 09:00:00 AM,106,85
12/24/2016 08:00:00 AM,18,14
09/20/2014 02:00:00 AM,4,7
06/30/2017 09:00:00 PM,38,49
11/03/2014 08:00:00 AM,281,128
12/13/2014 11:00:00 AM,65,43
11/04/2012 01:00:00 PM,57,41
06/17/2017 01:00:00 PM,16,14
03/18/2014 08:00:00 PM,23,48
07/04/2014 10:00:00 PM,43,32
04/16/2014 09:00:00 AM,125,79
10/14/2013 03:00:00 PM,84,68
11/26/2013 07:00:00 PM,44,82
08/11/2017 02:00:00 PM,56,77
07/10/2014 03:00:00 PM,90,92
11/28/2013 05:00:00 PM,10,5
09/03/2015 11:00:00 AM,48,38
10/03/2015 04:00:00 PM,83,62
03/19/2018 02:00:00 PM,35,55
05/24/2015 03:00:00 AM,2,1
02/28/2013 04:00:00 PM,41,77
12/25/2015 05:00:00 PM,10,1
08/03/2014 01:00:00 PM,128,84
03/28/2013 04:00:00 AM,9,0
06/19/2017 08:00:00 PM,63,98
11/18/2013 10:00:00 PM,8,11
05/24/2015 06:00:00 PM,59,67
03/13/2014 05:00:00 PM,144,287
11/24/2015 02:00:00 PM,22,29
06/11/2015 11:00:00 PM,7,22
09/21/2017 08:00:00 PM,28,61
01/22/2014 04:00:00 PM,79,109
07/07/2014 04:00:00 PM,128,187
03/19/2013 12:00:00 AM,4,7
01/04/2017 01:00:00 PM,19,18
05/11/2017 10:00:00 PM,5,10
07/13/2013 07:00:00 AM,34,23
06/18/2017 03:00:00 AM,1,2
10/25/2014 03:00:00 PM,24,33
11/16/2012 10:00:00 AM,53,36
09/19/2014 08:00:00 PM,32,46
12/13/2013 03:00:00 AM,1,2
11/24/2016 01:00:00 PM,6,7
05/13/2015 11:00:00 PM,3,10
05/31/2014 04:00:00 AM,3,1
11/04/2015 02:00:00 PM,50,45
03/05/2018 08:00:00 AM,210,183
04/19/2017 11:00:00 AM,18,21
08/31/2014 08:00:00 PM,32,23
10/27/2016 02:00:00 AM,1,0
07/19/2017 07:00:00 PM,108,186
01/29/2017 02:00:00 AM,1,3
02/25/2018 09:00:00 PM,13,4
04/04/2015 03:00:00 AM,0,2
08/03/2015 05:00:00 AM,36,13
05/04/2017 01:00:00 PM,57,59
05/02/2015 03:00:00 PM,100,103
04/01/2016 08:00:00 PM,28,52
03/14/2015 12:00:00 AM,10,9
06/18/2015 09:00:00 PM,40,41
06/07/2016 10:00:00 AM,90,62
07/19/2015 07:00:00 AM,28,24
05/20/2016 06:00:00 AM,169,63
09/27/2015 02:00:00 AM,2,1
11/27/2012 10:00:00 AM,39,29
08/14/2015 01:00:00 PM,22,17
01/13/2016 07:00:00 PM,19,44
02/10/2016 11:00:00 AM,19,10
06/22/2017 01:00:00 PM,54,45
03/20/2013 04:00:00 PM,50,66
05/28/2015 03:00:00 PM,94,108
10/17/2017 04:00:00 PM,67,157
03/27/2015 12:00:00 AM,6,11
06/15/2018 08:00:00 PM,52,72
08/11/2018 12:00:00 PM,86,410
05/19/2013 05:00:00 AM,6,3
02/26/2013 07:00:00 PM,35,82
12/10/2015 08:00:00 PM,17,32
08/06/2015 04:00:00 PM,121,215
06/02/2015 09:00:00 PM,24,34
07/09/2016 05:00:00 AM,2,3
12/12/2017 02:00:00 AM,0,2
07/10/2013 07:00:00 AM,300,102
08/27/2016 01:00:00 AM,7,6
10/10/2014 12:00:00 AM,18,14
02/25/2014 07:00:00 PM,56,79
07/09/2017 07:00:00 AM,21,22
01/31/2013 04:00:00 AM,6,1
04/26/2017 03:00:00 PM,28,52
05/28/2013 11:00:00 AM,48,31
03/14/2017 05:00:00 PM,68,253
04/27/2017 02:00:00 AM,1,0
01/16/2017 05:00:00 PM,53,146
08/07/2015 06:00:00 AM,105,49
02/19/2015 04:00:00 AM,7,2
04/19/2017 02:00:00 PM,19,21
05/26/2016 07:00:00 PM,71,111
11/13/2017 04:00:00 PM,33,107
04/23/2017 06:00:00 PM,14,11
07/11/2016 03:00:00 PM,60,86
10/13/2015 04:00:00 PM,119,189
10/22/2012 06:00:00 AM,85,32
02/14/2016 08:00:00 AM,17,9
06/16/2014 06:00:00 PM,130,247
03/05/2016 07:00:00 AM,17,11
08/06/2016 09:00:00 PM,12,20
06/19/2014 01:00:00 PM,60,69
08/12/2014 04:00:00 PM,111,211
07/25/2013 06:00:00 PM,202,345
11/10/2017 05:00:00 PM,79,247
05/15/2015 01:00:00 PM,63,52
09/21/2015 10:00:00 AM,56,36
12/04/2014 12:00:00 AM,4,6
01/14/2018 05:00:00 PM,33,35
10/08/2017 06:00:00 PM,41,32
04/30/2017 07:00:00 AM,8,7
02/03/2017 09:00:00 AM,63,50
04/14/2018 04:00:00 PM,12,11
12/23/2015 11:00:00 AM,26,11
09/25/2014 06:00:00 AM,63,31
06/17/2014 07:00:00 PM,118,154
06/02/2015 02:00:00 PM,34,47
01/08/2014 02:00:00 AM,1,0
04/20/2016 10:00:00 AM,61,60
06/27/2013 06:00:00 AM,71,29
01/24/2014 03:00:00 PM,69,77
02/18/2015 09:00:00 AM,175,1
07/02/2016 06:00:00 AM,10,12
09/26/2013 05:00:00 AM,23,5
01/01/2016 11:00:00 AM,14,9
07/25/2014 06:00:00 PM,154,251
03/22/2017 10:00:00 AM,34,55
03/10/2017 05:00:00 PM,98,238
03/21/2014 07:00:00 AM,138,64
11/16/2012 05:00:00 AM,14,4
09/24/2015 05:00:00 PM,207,463
08/03/2013 05:00:00 AM,8,6
04/29/2017 04:00:00 AM,2,0
06/06/2015 09:00:00 AM,91,70
11/27/2013 11:00:00 PM,8,4
12/17/2016 11:00:00 PM,9,11
10/19/2015 02:00:00 AM,3,0
11/08/2014 01:00:00 PM,61,177
08/01/2014 11:00:00 PM,9,36
02/14/2017 07:00:00 AM,218,128
08/31/2017 02:00:00 PM,37,43
12/07/2013 03:00:00 AM,1,3
04/25/2016 11:00:00 PM,15,11
07/30/2015 12:00:00 AM,8,10
12/08/2016 08:00:00 AM,130,102
04/13/2016 11:00:00 PM,7,9
03/02/2018 08:00:00 AM,160,144
09/04/2014 02:00:00 AM,4,6
06/27/2014 02:00:00 AM,2,3
08/03/2018 12:00:00 PM,56,61
08/23/2018 11:00:00 PM,8,6
01/11/2016 01:00:00 PM,11,19
05/20/2018 01:00:00 PM,89,80
03/18/2014 12:00:00 AM,2,4
10/17/2014 01:00:00 AM,7,3
02/25/2016 08:00:00 PM,39,50
12/11/2017 08:00:00 PM,15,36
10/30/2014 11:00:00 AM,33,31
01/04/2016 07:00:00 AM,146,49
01/29/2016 10:00:00 AM,20,30
03/29/2017 05:00:00 AM,12,7
10/15/2013 08:00:00 AM,301,146
06/21/2013 02:00:00 PM,54,56
02/20/2016 01:00:00 PM,86,137
10/15/2013 02:00:00 AM,5,3
08/15/2015 05:00:00 AM,11,6
08/12/2017 03:00:00 PM,102,106
01/11/2015 01:00:00 AM,1,2
10/14/2016 05:00:00 PM,56,109
07/18/2017 05:00:00 PM,198,617
03/20/2013 02:00:00 PM,18,23
09/16/2016 08:00:00 AM,305,201
01/07/2017 04:00:00 PM,27,22
09/11/2016 05:00:00 PM,58,80
10/27/2012 09:00:00 PM,6,11
08/09/2014 04:00:00 AM,0,4
12/21/2017 10:00:00 AM,28,38
10/14/2013 09:00:00 PM,25,26
08/18/2013 10:00:00 AM,103,81
08/19/2018 11:00:00 AM,99,86
05/08/2013 12:00:00 PM,54,44
09/09/2016 12:00:00 AM,4,12
11/17/2012 01:00:00 AM,1,4
11/22/2016 03:00:00 AM,1,0
09/04/2015 02:00:00 AM,1,2
06/06/2017 01:00:00 AM,0,2
01/29/2015 07:00:00 PM,47,91
11/30/2012 03:00:00 AM,0,1
06/22/2018 09:00:00 AM,140,170
10/24/2013 08:00:00 PM,30,58
01/23/2018 03:00:00 PM,24,29
01/20/2017 11:00:00 PM,7,13
09/18/2014 08:00:00 PM,33,55
10/06/2017 06:00:00 AM,70,45
01/31/2017 05:00:00 AM,17,16
06/03/2013 04:00:00 AM,3,2
12/04/2013 06:00:00 AM,50,10
04/30/2017 06:00:00 PM,48,34
08/30/2013 12:00:00 PM,65,56
09/28/2013 12:00:00 AM,6,8
05/11/2016 05:00:00 PM,256,617
12/10/2016 10:00:00 AM,28,16
11/09/2012 08:00:00 AM,232,97
09/30/2015 07:00:00 AM,291,126
10/19/2014 09:00:00 PM,11,16
06/30/2016 05:00:00 PM,170,501
10/03/2017 04:00:00 PM,118,253
11/06/2015 07:00:00 PM,47,73
08/14/2016 10:00:00 AM,76,80
01/12/2018 01:00:00 AM,1,3
06/23/2016 06:00:00 PM,86,185
01/27/2017 07:00:00 PM,29,49
04/18/2015 01:00:00 PM,117,91
06/30/2016 03:00:00 AM,0,1
06/25/2015 01:00:00 PM,63,47
10/21/2017 12:00:00 PM,23,14
10/18/2017 05:00:00 PM,67,313
11/13/2012 01:00:00 PM,21,20
09/17/2017 08:00:00 AM,35,23
09/06/2016 09:00:00 PM,21,16
03/23/2014 07:00:00 AM,14,9
02/12/2017 09:00:00 PM,7,6
05/15/2018 10:00:00 AM,56,85
10/26/2013 02:00:00 AM,10,3
10/29/2014 04:00:00 PM,121,166
01/09/2018 03:00:00 PM,31,44
10/02/2015 07:00:00 PM,46,79
10/10/2013 07:00:00 PM,68,90
08/21/2016 07:00:00 PM,32,38
07/08/2017 02:00:00 AM,4,2
10/11/2014 05:00:00 AM,9,3
11/21/2014 10:00:00 PM,16,9
09/17/2015 09:00:00 AM,116,74
05/02/2017 09:00:00 PM,13,35
08/23/2014 10:00:00 AM,178,61
12/10/2014 12:00:00 PM,37,0
09/28/2013 04:00:00 AM,3,2
04/16/2013 10:00:00 PM,23,17
10/29/2017 03:00:00 AM,1,2
10/30/2015 03:00:00 AM,1,0
10/03/2013 10:00:00 AM,68,51
06/16/2015 01:00:00 AM,2,1
11/29/2014 11:00:00 PM,1,3
12/15/2015 11:00:00 PM,5,9
06/30/2014 06:00:00 PM,230,360
03/18/2013 01:00:00 PM,41,34
08/20/2016 08:00:00 AM,59,52
03/29/2016 11:00:00 AM,47,34
09/23/2016 03:00:00 AM,2,1
11/18/2014 08:00:00 PM,19,45
04/28/2016 10:00:00 PM,15,18
05/30/2015 08:00:00 PM,31,39
12/10/2013 02:00:00 PM,35,22
12/26/2013 05:00:00 PM,59,88
11/21/2013 07:00:00 AM,151,60
09/14/2016 05:00:00 PM,194,589
06/28/2016 01:00:00 AM,2,3
09/13/2017 01:00:00 PM,40,66
07/26/2014 02:00:00 PM,130,109
10/24/2016 06:00:00 AM,72,38
06/24/2017 10:00:00 AM,101,81
02/03/2018 06:00:00 AM,6,5
06/25/2016 09:00:00 AM,42,59
09/25/2016 04:00:00 PM,82,87
03/06/2013 05:00:00 PM,91,236
02/17/2015 04:00:00 PM,115,163
09/30/2016 09:00:00 PM,39,31
11/03/2017 01:00:00 PM,17,25
01/20/2016 06:00:00 PM,88,205
10/24/2013 05:00:00 PM,151,328
10/17/2016 08:00:00 AM,266,156
01/29/2016 05:00:00 AM,19,12
06/30/2018 09:00:00 AM,56,87
02/03/2015 07:00:00 AM,181,13
08/22/2014 02:00:00 PM,67,71
07/27/2014 12:00:00 PM,138,95
04/04/2015 12:00:00 AM,7,6
02/05/2014 02:00:00 PM,27,72
01/20/2016 11:00:00 AM,22,21
06/11/2016 10:00:00 AM,66,50
08/05/2013 03:00:00 PM,77,105
02/21/2014 02:00:00 PM,22,27
06/03/2016 07:00:00 PM,72,113
12/29/2015 02:00:00 PM,33,30
10/08/2015 04:00:00 AM,7,5
05/10/2018 08:00:00 PM,46,79
02/04/2018 10:00:00 PM,12,2
06/27/2016 04:00:00 AM,8,2
06/05/2016 07:00:00 AM,33,22
03/16/2015 12:00:00 PM,0,55
11/05/2015 01:00:00 AM,5,1
11/19/2014 08:00:00 AM,293,139
09/03/2013 07:00:00 PM,90,133
07/28/2015 09:00:00 AM,184,122
08/20/2014 02:00:00 PM,57,61
05/03/2013 02:00:00 AM,1,3
06/10/2018 07:00:00 PM,19,15
06/28/2013 03:00:00 PM,110,129
03/14/2017 07:00:00 AM,130,61
05/05/2016 02:00:00 PM,46,57
01/06/2018 07:00:00 PM,12,16
10/23/2012 07:00:00 AM,169,67
01/19/2014 02:00:00 AM,2,1
07/21/2016 06:00:00 AM,114,61
04/17/2018 07:00:00 AM,195,162
01/08/2017 02:00:00 PM,10,6
01/19/2016 02:00:00 AM,0,2
05/05/2014 03:00:00 PM,51,55
08/24/2018 03:00:00 AM,1,7
03/17/2014 04:00:00 PM,55,116
02/11/2017 09:00:00 AM,27,26
12/24/2012 07:00:00 AM,22,15
04/18/2018 08:00:00 PM,36,71
10/10/2014 08:00:00 AM,320,121
02/04/2016 01:00:00 AM,0,2
01/15/2014 07:00:00 PM,49,104
01/10/2014 05:00:00 PM,79,163
03/20/2013 01:00:00 AM,3,0
12/16/2016 08:00:00 PM,7,24
12/02/2012 06:00:00 AM,3,7
12/18/2012 03:00:00 AM,1,2
01/10/2018 12:00:00 PM,17,24
07/29/2015 12:00:00 AM,5,6
08/08/2017 06:00:00 PM,169,317
04/03/2013 10:00:00 PM,15,20
11/01/2017 04:00:00 PM,88,201
08/05/2014 01:00:00 PM,65,59
05/11/2016 09:00:00 AM,213,128
08/16/2017 09:00:00 PM,41,58
10/22/2014 03:00:00 PM,22,28
02/10/2018 12:00:00 AM,1,12
02/16/2018 03:00:00 PM,27,51
08/18/2015 07:00:00 AM,323,134
05/09/2015 08:00:00 PM,40,44
04/27/2014 12:00:00 AM,4,7
08/23/2014 03:00:00 PM,94,108
02/02/2015 06:00:00 AM,62,33
10/19/2017 02:00:00 AM,0,2
07/09/2014 07:00:00 PM,131,181
02/08/2017 03:00:00 PM,16,29
11/25/2012 03:00:00 PM,78,55
09/29/2015 10:00:00 AM,67,49
09/09/2016 11:00:00 PM,10,15
03/16/2013 10:00:00 PM,9,10
09/22/2013 07:00:00 AM,11,8
07/04/2017 11:00:00 AM,120,87
05/22/2017 03:00:00 AM,0,2
07/07/2014 07:00:00 AM,355,109
02/12/2014 05:00:00 AM,7,3
10/26/2015 02:00:00 AM,1,0
05/12/2016 12:00:00 PM,56,50
07/06/2014 10:00:00 AM,68,83
11/28/2012 07:00:00 AM,153,61
05/13/2015 05:00:00 PM,116,291
06/03/2018 11:00:00 AM,88,72
06/28/2017 02:00:00 PM,44,47
08/28/2018 07:00:00 AM,276,250
08/04/2016 08:00:00 PM,61,108
11/16/2012 02:00:00 PM,34,41
12/04/2012 05:00:00 PM,86,228
01/02/2013 06:00:00 AM,54,32
02/18/2013 01:00:00 PM,40,43
03/11/2014 01:00:00 PM,52,40
11/27/2017 11:00:00 PM,8,11
02/11/2017 11:00:00 AM,52,34
02/17/2016 10:00:00 AM,52,26
10/27/2015 09:00:00 AM,179,101
03/11/2017 07:00:00 PM,6,9
07/06/2013 11:00:00 PM,32,71
04/17/2013 07:00:00 AM,185,89
06/02/2014 06:00:00 PM,212,380
03/08/2013 03:00:00 PM,90,87
04/22/2014 09:00:00 AM,128,73
07/11/2017 08:00:00 PM,64,98
08/05/2013 06:00:00 AM,108,48
09/08/2013 03:00:00 AM,6,1
12/09/2015 12:00:00 PM,25,20
08/10/2016 09:00:00 PM,37,51
06/21/2016 11:00:00 PM,10,18
07/08/2016 12:00:00 AM,2,6
09/22/2017 10:00:00 PM,21,23
04/10/2015 11:00:00 AM,0,89
11/05/2013 10:00:00 PM,11,12
06/15/2016 08:00:00 AM,371,182
03/28/2014 03:00:00 PM,23,30
07/04/2017 03:00:00 AM,1,2
04/13/2015 11:00:00 PM,9,7
10/12/2014 05:00:00 PM,65,52
08/31/2016 12:00:00 PM,18,36
12/22/2015 05:00:00 PM,69,180
05/13/2013 06:00:00 PM,111,279
07/23/2013 09:00:00 PM,53,52
11/03/2016 08:00:00 AM,304,230
05/28/2016 02:00:00 AM,4,7
11/18/2012 05:00:00 PM,15,7
12/30/2017 06:00:00 AM,2,7
12/13/2015 05:00:00 PM,8,17
10/13/2012 03:00:00 PM,21,20
05/03/2015 07:00:00 AM,32,20
04/08/2017 08:00:00 AM,23,40
05/04/2016 04:00:00 AM,4,6
10/25/2015 02:00:00 PM,66,58
09/09/2013 06:00:00 PM,151,338
05/10/2017 11:00:00 PM,8,19
11/18/2017 11:00:00 AM,52,39
01/23/2016 10:00:00 PM,11,3
07/14/2014 11:00:00 PM,6,10
07/27/2015 07:00:00 PM,93,126
04/25/2017 09:00:00 PM,10,17
06/06/2018 08:00:00 AM,330,308
10/07/2016 11:00:00 AM,37,26
01/02/2015 07:00:00 PM,17,21
11/15/2014 03:00:00 AM,0,1
10/13/2016 12:00:00 AM,3,2
01/07/2017 05:00:00 AM,4,0
08/04/2018 07:00:00 AM,11,29
02/26/2017 04:00:00 PM,23,24
01/11/2016 07:00:00 AM,219,65
09/24/2016 06:00:00 AM,12,5
07/12/2013 10:00:00 AM,81,86
05/24/2015 12:00:00 AM,1,12
10/20/2016 12:00:00 AM,1,3
11/30/2012 07:00:00 AM,115,50
07/27/2014 08:00:00 AM,57,39
10/08/2017 09:00:00 AM,27,20
02/08/2016 02:00:00 PM,47,60
03/09/2016 06:00:00 PM,41,164
10/30/2016 04:00:00 PM,30,25
04/11/2018 08:00:00 AM,199,191
10/20/2016 07:00:00 PM,34,79
01/03/2015 02:00:00 PM,55,36
03/16/2013 02:00:00 AM,3,8
01/22/2017 07:00:00 PM,7,9
07/05/2014 10:00:00 AM,77,65
12/10/2014 10:00:00 AM,75,0
11/20/2012 03:00:00 PM,25,47
03/09/2016 12:00:00 PM,15,26
12/17/2012 01:00:00 PM,26,16
03/18/2017 12:00:00 AM,1,3
12/03/2014 02:00:00 PM,2,67
04/19/2017 08:00:00 PM,28,50
03/10/2018 01:00:00 AM,3,1
09/03/2016 04:00:00 PM,86,78
06/02/2014 09:00:00 PM,33,52
11/10/2014 01:00:00 PM,17,95
02/13/2017 12:00:00 AM,0,2
10/16/2014 07:00:00 PM,70,101
04/03/2015 07:00:00 PM,42,75
08/31/2013 09:00:00 PM,22,45
08/02/2015 04:00:00 PM,82,75
08/30/2013 11:00:00 PM,9,15
05/26/2016 06:00:00 PM,141,281
02/14/2013 08:00:00 PM,21,32
10/07/2014 03:00:00 AM,1,2
09/17/2015 08:00:00 AM,231,138
03/11/2017 06:00:00 AM,9,6
12/03/2013 12:00:00 PM,36,18
11/07/2012 07:00:00 AM,189,77
10/04/2016 03:00:00 AM,3,2
10/21/2013 11:00:00 PM,8,16
